userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,category,sub_topic,top_emotion,emotion_confidence,risk_score,priority_level
User_5486,,The Help function is AI driven and does not allow user to describe other issues with the trip. I requested a ride and the driver started the trip about 10minutes before pick up. App help is useless if the user cannot describe the problem. I'm very disappointed by this.,1,4,4.555.10003,2024-12-06 23:59:47,,,4.555.10003,Neutral,App UI & Technical Feedback,disappointment,0.797573447227478,5.597305148571491,Non-Actionable
User_3648,,"This app is now a scam and the heads of uber have become cocky with how the app prices journeys. Used to be good, now utter rubbish. There are inflated prices constantly. They inflate the prices if u use a gift card, u get little to no discount as an uberone member and if u do, its a discount on an inflated price so u still pay more. wait times are slower now unless u pay an inflated price. used for couple years but it's obvious now. Don't pay for uberone, u get nothing back and pay more for it",1,2,4.555.10003,2024-12-10 20:50:26,,,4.555.10003,Neutral,Value for Money,annoyance,0.629377543926239,4.874877552225544,Non-Actionable
User_2719,,"I've had this app for long but I've been using bolt.I just decided to try it fora change and I'm very dissatisfied.On the very first trip I was stressed out and wasted a lot of time before I could get home which was very bad service.If not for the option of one star,I would've never thought of giving one not to talk about more.Please talk to your drivers to mind what they say and how not to raise their voices",1,3,4.555.10003,2024-12-12 22:36:04,,,4.555.10003,Neutral,App UI & Technical Feedback,disappointment,0.6658134460449219,4.7153615913445,Non-Actionable
User_11883,,"I used this for at least 2 years, some of the features are disappointing. i want to text my driver ahead of time to let them know I might have a lot of stuff to bring in the car for my trip.",3,0,4.548.10001,2024-11-25 04:04:57,,,4.548.10001,Neutral,App UI & Technical Feedback,disappointment,0.8515930771827698,4.257965385913849,Non-Actionable
User_10663,,Worst app on this planet.They love to loot their customers so please don't install it sucks..,1,0,4.553.10000,2024-11-27 13:06:51,,,4.553.10000,Neutral,Billing & Overcharging,anger,0.46932777762413025,4.223949998617172,Non-Actionable
User_750,,"Prices have become absolutely ridiculous. Charging almost 50 bucks for a 15 minute ride when it's not even snowing or raining? Beyond robbery, i only use when there's some type of deal now.",2,0,4.556.10005,2024-12-16 23:09:02,,,4.556.10005,Neutral,Billing & Overcharging,annoyance,0.691866397857666,4.151198387145996,Non-Actionable
User_4767,,"Really disappointed!! Bought uber one but it's really waste of money cause I'm not saving anything here instead paying more just checked the prices on other locations the price is difference is noticeably, I uber one user is paying more... Other app was asking 202,211 but here uber is asking 254 after 10% credits it's still more than other apps",1,0,,2024-12-08 13:47:08,,,,Neutral,Billing & Overcharging,disappointment,0.819776713848114,4.09888356924057,Non-Actionable
User_7108,,Useless application. They are practically thugs.,1,0,4.554.10001,2024-12-03 20:19:21,,,4.554.10001,Neutral,Value for Money,anger,0.44379153847694397,3.9941238462924957,Non-Actionable
User_8001,,User experience with this app has really declined over the years.,1,1,4.554.10001,2024-12-02 10:03:54,,,4.554.10001,Neutral,App UI & Technical Feedback,disappointment,0.655555009841919,3.97092222976954,Non-Actionable
User_8686,,"Some times I faced difficulty. I open my location but this app picked up other location far 30-40km from my location. It is very bad for any customer who use this app for emergency time. I give 5 star, 8-9 month before but now I give only 1 star because I face problem.",1,1,4.554.10001,2024-12-01 05:11:15,,,4.554.10001,Neutral,App UI & Technical Feedback,disappointment,0.6105824112892151,3.746059237006021,Non-Actionable
User_10277,,"Every time I use this app I pretty much feel like I'm being taken advantage of. I don't understand why the prices can change from $22 to $38 to go to the exact same place? Just because it's not 2: 00pm anymore it's 5:00pm. This app is pretty much a total scam, I try to avoid using whenever possible.",1,0,,2024-11-28 06:00:17,,,,Neutral,Billing & Overcharging,annoyance,0.5599462389945984,3.3596774339675903,Non-Actionable
User_10556,,Good but somethings it sucks,3,0,,2024-11-27 17:16:25,,,,Neutral,Value for Money,annoyance,0.5470159649848938,3.282095789909363,Non-Actionable
User_8792,,The last half a dozen times I try to use it in left waiting for a driver and after a long wait there's none available. It's becoming really useless.,1,0,4.554.10001,2024-11-30 23:43:01,,,4.554.10001,Neutral,Wait Times & Delays,disappointment,0.627070426940918,3.13535213470459,Non-Actionable
User_1280,,Too expensive and cars not available. Totally useless,1,0,4.556.10005,2024-12-15 19:51:01,,,4.556.10005,Neutral,Value for Money,annoyance,0.5145288705825806,3.0871732234954834,Non-Actionable
User_8148,,One of the worse companies ever. Their whole support team is ridiculous and very unprofessional. The entire app is junk. I will never use it again,1,0,,2024-12-02 02:19:42,,,,Neutral,Speeding & Reckless Driving,annoyance,0.5112262964248657,3.0673577785491943,Non-Actionable
User_9265,,not available in italy. It's a shame.,5,0,4.554.10001,2024-11-30 04:34:51,,,4.554.10001,Neutral,Value for Money,disappointment,0.6132785677909851,3.0663928389549255,Non-Actionable
User_11964,,Useful in a pinch but I hate using it. I think they lie to their drivers about the percentage take. Also didn't know this but about 60% of all riders tip ZERO. Unions are needed bad to get some driver's rights in this bish if it's here to stay,1,0,4.553.10000,2024-11-24 23:18:47,,,4.553.10000,Neutral,Value for Money,annoyance,0.48077014088630676,2.8846208453178406,Non-Actionable
User_4075,,The experience has downgraded recently,3,0,4.555.10003,2024-12-09 22:21:55,,,4.555.10003,Neutral,Value for Money,disappointment,0.5503937005996704,2.751968502998352,Non-Actionable
User_2050,,I do not understand why I am charged an additional R66 for cash payment and that on a short trip. A 70% added cost!!!,2,0,4.556.10005,2024-12-14 09:18:30,,,4.556.10005,Neutral,Billing & Overcharging,confusion,0.9092947840690613,2.727884352207184,Non-Actionable
User_3855,,Very bad app totaly waste of time .,1,0,4.554.10001,2024-12-10 12:02:21,,,4.554.10001,Neutral,Value for Money,annoyance,0.44955623149871826,2.6973373889923096,Non-Actionable
User_2112,,Won't stop at 8 Spadina street Toronto. Not sure why.,2,0,4.556.10005,2024-12-14 05:43:15,,,4.556.10005,Neutral,Wait Times & Delays,confusion,0.8926972150802612,2.6780916452407837,Non-Actionable
User_1927,,Not use the app worst app,1,0,4.556.10005,2024-12-14 14:24:41,,,4.556.10005,Neutral,App UI & Technical Feedback,annoyance,0.391258180141449,2.347549080848694,Non-Actionable
User_9955,,company is trash. app is decent,1,0,4.554.10001,2024-11-28 21:35:13,,,4.554.10001,Neutral,Value for Money,annoyance,0.3812639117240906,2.2875834703445435,Non-Actionable
User_6120,,Worst app. Wouldnt give one star never books anytime irrelevant of traffic useless app,1,0,4.555.10003,2024-12-05 17:33:19,,,4.555.10003,Neutral,Value for Money,annoyance,0.34311047196388245,2.0586628317832947,Non-Actionable
User_7143,,"The app works. The drivers are great. However, when I am running late and I pick a car that says 1m away, I expect it to be 1m away, not 5-10m. I spend tons of money on this app. Please try to make wait times more accurate if possible? Also why am I soending more money for the faster option (4m wait time) only for the faster option to turn into 6m? Make it make sense",3,3,4.554.10001,2024-12-03 19:17:18,,,4.554.10001,Neutral,Wait Times & Delays,admiration,0.6720859408378601,2.058380301957751,Non-Actionable
User_5432,,"Update (12/06/2024): Company is the most obnoxious business in history. In any world other than clown world they would fined/legislated into extinction & already bankrupt. Oh how I long to read about their CEO getting ""Brian Thompsoned"" someday. Their latest cuntyness is spamming you with marketing notifications at times that their research indicates will be the MOST irritating or inconvenient. They obviously realize that muting notifications will interfere with the app & most won't bother.",1,4,4.553.10000,2024-12-07 03:25:50,"Hi Robert, this doesn't sound right. We're always looking to improve your experience with Uber and we would certainly like to know more about this. Let us know about any such specific incident by sending a quick note to t.uber.com/contact and we'll connect.",2018-12-06 18:16:07,4.553.10000,Neutral,App UI & Technical Feedback,neutral,0.4473554491996765,2.056793361633777,Non-Actionable
User_1425,,"Not recommended, try other apps to book cab",1,2,4.556.10005,2024-12-15 13:47:26,,,4.556.10005,Neutral,Emergency/Safety Concerns,disapproval,0.6519544720649719,1.7505667607330817,Non-Actionable
User_2060,,map is blank on Samsung A50s,1,1,4.556.10005,2024-12-14 08:49:22,,,4.556.10005,Neutral,Value for Money,neutral,0.9675158262252808,1.6606630067852262,Non-Actionable
User_9992,,"The later the ride the less expensive it's supposed to be because it's off peak. Not more expensive. Ya'll created this app to save people time and money, yet all you are accomplishing is wasting people's time and costing people more money. Do better.",1,3,4.554.10001,2024-11-28 20:07:57,,,4.554.10001,Neutral,Value for Money,neutral,0.2710448205471039,1.6573391816669945,Non-Actionable
User_6545,,"Please take a screenshot of the final amount that is displayed whenever you schedule an order. Uber will often remove any promotions applied, and the Help will ask you for a screenshot to make the adjustment. The app is designed in a way that there is no way to get that screenshot when an order is delivered.",1,1,4.554.10001,2024-12-04 21:28:54,,,4.554.10001,Neutral,App UI & Technical Feedback,neutral,0.9480399489402771,1.6411871295002225,Non-Actionable
User_3456,,Veri bed aap not open to my phoan,1,1,,2024-12-11 09:09:37,,,,Neutral,Emergency/Safety Concerns,neutral,0.9422041177749634,1.6353512983349088,Non-Actionable
User_3299,,"Review for Uber EATS only. Do not use Uber Eats as opposed to other delivery services. Delivery drivers accept your order, then proceed to not deliver your order but to run personal errands or deliver for other services (Uber Eats GPS shows their location). There is no time limit for the deliver drivers so they can choose how long to take to deliver your order. You may wait 20 minutes, or 2 hours, it's up to them. I had two delivery drivers accept my order and then drive miles away. Do not use",1,1,4.555.10003,2024-12-11 17:05:15,,,4.555.10003,Neutral,Wait Times & Delays,neutral,0.8997175097465515,1.592864690306497,Non-Actionable
User_3987,,"If you have any issues as a rider, there is no option to contact the support. There are many glitches in the app but it seems like they think it's perfect and no need support.",1,1,4.555.10003,2024-12-10 03:45:44,,,4.555.10003,Neutral,App UI & Technical Feedback,neutral,0.8605384230613708,1.5536856036213162,Non-Actionable
User_11889,,I am not sure what has taken place the past months but I hope to see a class action lawsuit for the misleading times that come up for how far the driver is away. Not accurate and the you select what you are assuming is how ever far away the driver is and then you go to finding driver and infant there are no drivers that times distance away. This had been happening consistently for.the pat few months then it says will connect to a driver by another time after. What was 4 min was 25 to wait lie,1,0,4.553.10000,2024-11-25 03:23:19,,,4.553.10000,Neutral,Wait Times & Delays,confusion,0.516975462436676,1.550926387310028,Non-Actionable
User_4134,,The new update us pathetic,5,1,4.555.10003,2024-12-09 19:34:28,,,4.555.10003,Neutral,Value for Money,sadness,0.7372280955314636,1.430375276091409,Non-Actionable
User_7502,,"support is abysmal. pre-typed responses that absolutely do not cover all bases. no ""other"" option. no ""speak to a human"" option. only pre-typed responses that are often useless. this is definitely by design.",1,1,4.554.10001,2024-12-03 03:43:19,,,4.554.10001,Neutral,Value for Money,disapproval,0.4187007248401642,1.1118479054001096,Non-Actionable
User_4,,exllence,5,0,4.556.10005,2024-12-18 17:08:16,,,4.556.10005,Neutral,Emergency/Safety Concerns,neutral,0.9698184728622437,0.9698184728622437,Non-Actionable
User_2878,,Naice app,5,0,4.467.10008,2024-12-12 15:47:26,,,4.467.10008,Neutral,App UI & Technical Feedback,neutral,0.9696837663650513,0.9696837663650513,Non-Actionable
User_11335,,Ghaint,5,0,4.553.10000,2024-11-26 07:26:59,,,4.553.10000,Neutral,Emergency/Safety Concerns,neutral,0.9694778919219971,0.9694778919219971,Non-Actionable
User_8473,,Nyc app,5,0,4.554.10001,2024-12-01 14:27:58,,,4.554.10001,Neutral,App UI & Technical Feedback,neutral,0.9684136509895325,0.9684136509895325,Non-Actionable
User_3890,,gentleman,5,0,4.555.10003,2024-12-10 10:33:49,,,4.555.10003,Neutral,Driver Professionalism,neutral,0.9684115052223206,0.9684115052223206,Non-Actionable
User_555,,Service is vell.,5,0,4.556.10005,2024-12-17 12:37:47,,,4.556.10005,Neutral,Value for Money,neutral,0.9684024453163147,0.9684024453163147,Non-Actionable
User_5724,,Or dena v mat,5,0,4.554.10001,2024-12-06 14:35:32,,,4.554.10001,Neutral,Value for Money,neutral,0.968203067779541,0.968203067779541,Non-Actionable
User_11560,,Freindly person,5,0,4.550.10001,2024-11-25 19:11:29,,,4.550.10001,Neutral,Value for Money,neutral,0.9680401682853699,0.9680401682853699,Non-Actionable
User_8863,,Nic app,5,0,4.551.10000,2024-11-30 20:58:42,,,4.551.10000,Neutral,App UI & Technical Feedback,neutral,0.9679295420646667,0.9679295420646667,Non-Actionable
User_263,,Nyc drivers,5,0,4.556.10005,2024-12-18 01:05:59,,,4.556.10005,Neutral,Emergency/Safety Concerns,neutral,0.9678086042404175,0.9678086042404175,Non-Actionable
User_10641,,Nyc service,5,0,4.553.10000,2024-11-27 14:09:22,,,4.553.10000,Neutral,Driver Professionalism,neutral,0.9676677584648132,0.9676677584648132,Non-Actionable
User_5811,,Bludy ediat appp,1,0,4.554.10001,2024-12-06 10:50:24,,,4.554.10001,Neutral,App UI & Technical Feedback,neutral,0.9673799276351929,0.9673799276351929,Non-Actionable
User_3225,,Ncy rider,5,0,4.555.10003,2024-12-11 20:47:15,,,4.555.10003,Neutral,Emergency/Safety Concerns,neutral,0.9673309326171875,0.9673309326171875,Non-Actionable
User_4131,,Noice app,5,0,4.555.10003,2024-12-09 19:43:20,,,4.555.10003,Neutral,Value for Money,neutral,0.9673238396644592,0.9673238396644592,Non-Actionable
User_1445,,Noice,5,0,4.556.10005,2024-12-15 13:18:41,,,4.556.10005,Neutral,Value for Money,neutral,0.9673190116882324,0.9673190116882324,Non-Actionable
User_10758,,Noice,5,0,,2024-11-27 09:35:18,,,,Neutral,Value for Money,neutral,0.9673190116882324,0.9673190116882324,Non-Actionable
User_186,,Bed,1,0,4.556.10005,2024-12-18 07:09:32,,,4.556.10005,Neutral,Value for Money,neutral,0.9673066735267639,0.9673066735267639,Non-Actionable
User_9542,,smoooth,5,0,4.554.10001,2024-11-29 17:46:28,,,4.554.10001,Neutral,Value for Money,neutral,0.967293381690979,0.967293381690979,Non-Actionable
User_4183,,Dum & dum application,1,0,4.555.10003,2024-12-09 17:29:31,,,4.555.10003,Neutral,App UI & Technical Feedback,neutral,0.9672768712043762,0.9672768712043762,Non-Actionable
User_660,,Reader hatao,1,0,4.556.10005,2024-12-17 04:19:12,,,4.556.10005,Neutral,Value for Money,neutral,0.9672654867172241,0.9672654867172241,Non-Actionable
User_9852,,Sehr gut,5,0,,2024-11-29 02:30:10,,,,Neutral,Value for Money,neutral,0.9670064449310303,0.9670064449310303,Non-Actionable
User_4968,,Nise,5,0,4.555.10003,2024-12-08 02:22:18,,,4.555.10003,Neutral,Value for Money,neutral,0.9664542078971863,0.9664542078971863,Non-Actionable
User_8196,,Nise,5,0,4.554.10001,2024-12-01 23:53:28,,,4.554.10001,Neutral,Value for Money,neutral,0.9664542078971863,0.9664542078971863,Non-Actionable
User_2381,,Dope,5,0,4.555.10003,2024-12-13 17:25:37,,,4.555.10003,Neutral,App UI & Technical Feedback,neutral,0.966428279876709,0.966428279876709,Non-Actionable
User_2610,,Nece experience,5,0,4.556.10005,2024-12-13 05:25:06,,,4.556.10005,Neutral,Emergency/Safety Concerns,neutral,0.9662477374076843,0.9662477374076843,Non-Actionable
User_5961,,Bas,4,0,4.553.10000,2024-12-06 00:29:07,,,4.553.10000,Neutral,Value for Money,neutral,0.966092050075531,0.966092050075531,Non-Actionable
User_9259,,Exhalent service,5,0,4.554.10001,2024-11-30 04:57:03,,,4.554.10001,Neutral,Value for Money,neutral,0.9660224914550781,0.9660224914550781,Non-Actionable
User_6052,,Nace app,5,0,4.554.10001,2024-12-05 20:28:29,,,4.554.10001,Neutral,App UI & Technical Feedback,neutral,0.9660055041313171,0.9660055041313171,Non-Actionable
User_3982,,Picks up in the middle of nowhere sometimes. Searched residential for who has the app on,5,0,4.553.10000,2024-12-10 04:16:03,,,4.553.10000,Neutral,Value for Money,neutral,0.9657914638519287,0.9657914638519287,Non-Actionable
User_9372,,Mid,1,0,,2024-11-29 23:20:09,,,,Neutral,Value for Money,neutral,0.9657835960388184,0.9657835960388184,Non-Actionable
User_3944,,Expensive and mid,1,0,4.555.10003,2024-12-10 07:49:04,,,4.555.10003,Neutral,Billing & Overcharging,neutral,0.9656306505203247,0.9656306505203247,Non-Actionable
User_1604,,IDK,5,0,4.555.10003,2024-12-15 05:13:30,,,4.555.10003,Neutral,Wait Times & Delays,neutral,0.9653797149658203,0.9653797149658203,Non-Actionable
User_7307,,Third class app,1,0,4.554.10001,2024-12-03 13:04:59,,,4.554.10001,Neutral,Value for Money,neutral,0.9652212858200073,0.9652212858200073,Non-Actionable
User_10610,,Excilent,5,0,4.551.10000,2024-11-27 15:15:09,,,4.551.10000,Neutral,Emergency/Safety Concerns,neutral,0.9651380181312561,0.9651380181312561,Non-Actionable
User_4906,,Excilent,5,0,4.555.10003,2024-12-08 06:36:09,,,4.555.10003,Neutral,Emergency/Safety Concerns,neutral,0.9651380181312561,0.9651380181312561,Non-Actionable
User_9667,,Nece,5,0,4.554.10001,2024-11-29 12:43:20,,,4.554.10001,Neutral,Emergency/Safety Concerns,neutral,0.9651121497154236,0.9651121497154236,Non-Actionable
User_10186,,Chill,5,0,,2024-11-28 11:11:08,,,,Neutral,Value for Money,neutral,0.965092122554779,0.965092122554779,Non-Actionable
User_10809,,App is very slowly runs,4,0,4.553.10000,2024-11-27 07:21:52,,,4.553.10000,Neutral,Wait Times & Delays,neutral,0.9649994373321533,0.9649994373321533,Non-Actionable
User_17,,Very laye and herd settings,2,0,4.556.10005,2024-12-18 16:36:48,,,4.556.10005,Neutral,Value for Money,neutral,0.9649080038070679,0.9649080038070679,Non-Actionable
User_695,,Vero necesito person.,5,0,4.553.10000,2024-12-17 02:16:49,,,4.553.10000,Neutral,Emergency/Safety Concerns,neutral,0.9648029804229736,0.9648029804229736,Non-Actionable
User_11154,,MONOPOLY SYSTEM,1,0,,2024-11-26 15:27:56,,,,Neutral,Value for Money,neutral,0.9647868275642395,0.9647868275642395,Non-Actionable
User_5582,,Exhalent,5,0,4.555.10003,2024-12-06 20:33:09,,,4.555.10003,Neutral,Wait Times & Delays,neutral,0.964752733707428,0.964752733707428,Non-Actionable
User_11042,,Whenever u reqd nothing is available,1,0,4.553.10000,2024-11-26 19:38:37,,,4.553.10000,Neutral,Wait Times & Delays,neutral,0.9646668434143066,0.9646668434143066,Non-Actionable
User_6901,,quiet,5,0,4.554.10001,2024-12-04 07:03:27,,,4.554.10001,Neutral,Value for Money,neutral,0.9645503759384155,0.9645503759384155,Non-Actionable
User_7798,,Noce,5,0,4.554.10001,2024-12-02 16:46:44,,,4.554.10001,Neutral,Emergency/Safety Concerns,neutral,0.9644773006439209,0.9644773006439209,Non-Actionable
User_2534,,Low price,5,0,4.553.10000,2024-12-13 10:05:15,,,4.553.10000,Neutral,Value for Money,neutral,0.9638940691947937,0.9638940691947937,Non-Actionable
User_9504,,Low price,5,0,,2024-11-29 19:19:22,,,,Neutral,Value for Money,neutral,0.9638940691947937,0.9638940691947937,Non-Actionable
User_107,,Low price,5,0,4.556.10005,2024-12-18 12:19:39,,,4.556.10005,Neutral,Value for Money,neutral,0.9638940691947937,0.9638940691947937,Non-Actionable
User_8628,,Gèy nife gentleman.7,5,0,4.554.10001,2024-12-01 08:32:41,,,4.554.10001,Neutral,Driver Professionalism,neutral,0.9636450409889221,0.9636450409889221,Non-Actionable
User_812,,Dikhata Kuch hai or paise kuch leta hai drop par jake,1,0,4.556.10005,2024-12-16 20:51:43,,,4.556.10005,Neutral,Value for Money,neutral,0.9636300802230835,0.9636300802230835,Non-Actionable
